Coin Name,Market Cap,Price,Volume(24h),Circulating Supply,Change(24h)
Etherparty,"$3,691,546",$0.003692,"$540,409","1,000,000,000 FUEL *",5.20%
VeriDocGlobal,"$3,684,929",$0.000429,"$56,458","8,587,869,600 VDG *",1.19%
Incent,"$3,659,092",$0.079517,"$9,654","46,016,531 INCNT *",-1.61%
SONM,"$3,653,401",$0.010160,"$701,807","359,600,000 SNM *",9.18%
TE-FOOD,"$3,603,364",$0.006881,"$24,035","523,697,348 TFD *",3.14%
Selfkey,"$3,559,662",$0.001148,"$351,053","3,101,465,841 KEY *",-1.16%
Bitcore,"$3,543,633",$0.198580,$197,"17,844,847 BTX",-2.86%
GET Protocol,"$3,495,435",$0.306933,"$333,134","11,388,258 GET *",-0.62%
Flash,"$3,490,177",$0.003878,$365,"900,000,000 FLASH *",7.51%
Ondori,"$3,487,116",$0.000092,$3,"37,766,847,790 RSTR",-0.18%
Agrello,"$3,480,041",$0.040476,"$259,233","85,978,873 DLT *",5.71%
CargoX,"$3,479,607",$0.021992,"$60,822","158,218,230 CXO *",-13.16%
Cashaa,"$3,435,256",$0.005856,"$61,400","586,624,991 CAS *",-0.33%
Monetha,"$3,403,671",$0.008458,"$447,446","402,400,000 MTH *",4.83%
Hi Mutual Society,"$3,395,361",$0.008402,"$40,699","404,100,000 HMC *",-0.17%
Tripio,"$3,394,940",$0.000905,"$3,356,923","3,750,000,000 TRIO *",0.58%
Matrix AI Network,"$3,359,137",$0.015675,"$77,369","214,302,042 MAN",6.43%
ColossusXT,"$3,354,133",$0.000276,"$19,585","12,134,192,010 COLX",-0.28%
BitCapitalVendor,"$3,353,735",$0.003486,"$44,616","961,999,995 BCV *",1.07%
OneRoot Network,"$3,351,749",$0.011799,"$2,010,137","284,073,817 RNT *",-1.90%
ZrCoin,"$3,341,350",$0.669758,"$81,707","4,988,893 ZRC *",-0.22%
Etheroll,"$3,323,936",$0.474738,$102,"7,001,623 DICE *",2.66%
BOX Token,"$3,319,002",$0.033320,"$5,813","99,609,050 BOX *",-2.91%
EURBASE,"$3,318,990",$1.15,"$6,610","2,884,334 EBASE *",-2.49%
MVL,"$3,312,003",$0.000396,"$135,129","8,354,276,413 MVL *",16.93%
Viberate,"$3,292,573",$0.017045,"$621,263","193,169,794 VIB *",5.10%
VeriBlock,"$3,261,941",$0.005171,$679,"630,859,075 VBK",-0.19%
Bitrue Coin,"$3,236,630",$0.059207,"$1,263,271","54,666,052 BTR *",30.39%
Infinitecoin,"$3,234,083",$0.000036,"$2,662","90,595,753,019 IFC",32.28%
BitTube,"$3,212,579",$0.011704,"$12,611","274,486,792 TUBE",0.97%
Newscrypto,"$3,204,912",$0.033653,"$454,177","95,233,119 NWC *",-15.43%
GoCrypto Token,"$3,199,335",$0.015735,"$6,357","203,327,910 GOC *",-0.53%
Morpheus Labs,"$3,198,092",$0.009180,"$694,592","348,379,945 MITX *",3.93%
CanonChain,"$3,187,683",$0.005475,"$8,866","582,212,719 CZR *",11.99%
BitGreen,"$3,161,598",$0.285730,"$43,582","11,064,982 BITG",-7.43%
QunQun,"$3,158,480",$0.004333,"$829,239","728,984,775 QUN *",2.26%
Red Pulse Phoenix,"$3,136,056",$0.003780,"$1,294,910","829,588,687 PHX *",3.58%
Clams,"$3,132,290",$0.745560,"$9,202","4,201,261 CLAM *",48.51%
Baz Token,"$3,121,830",$2.87,"$4,790","1,089,402 BAZT *",-47.92%
Kryll,"$3,078,588",$0.106157,"$9,703","29,000,443 KRL *",-3.42%
NIX,"$3,052,840",$0.070594,"$120,943","43,245,163 NIX",2.45%
Precium,"$3,017,624",$0.004487,"$1,325,183","672,525,000 PCM *",3.11%
Dentacoin,"$2,995,703",$0.000004,"$77,835","697,290,065,761 DCN *",1.86%
ContentBox,"$2,986,196",$0.003202,"$29,290","932,585,231 BOX *",3.41%
HTMLCOIN,"$2,980,690",$0.000056,"$4,591","53,067,332,240 HTML",-0.29%
Credo,"$2,968,141",$0.005398,$?,"549,891,703 CREDO *",0.00%
BaaSid,"$2,954,953",$0.000591,"$51,689","5,000,000,000 BAAS *",3.91%
CUTcoin,"$2,923,342",$0.027701,"$13,121","105,533,823 CUT *",-1.15%
Global Social Chain,"$2,920,434",$0.005241,"$72,273","557,225,603 GSC *",-6.08%
Hydro,"$2,906,419",$0.000263,"$430,811","11,046,612,734 HYDRO *",1.26%
Lunyr,"$2,900,234",$1.26,"$846,991","2,297,853 LUN *",2.45%
PCHAIN,"$2,886,429",$0.003721,"$9,177","775,745,467 PI *",10.83%
Bitcoin Atom,"$2,879,235",$0.156319,$771,"18,418,931 BCA",23.61%
Odyssey,"$2,878,021",$0.000459,"$1,747,671","6,270,306,738 OCN *",36.06%
Cryptocean,"$2,864,461",$0.349142,"$77,699","8,204,276 CRON *",-2.46%
Hiveterminal Token,"$2,857,583",$0.005715,"$5,623","500,000,000 HVN *",-7.57%
Xaurum,"$2,855,088",$0.040107,"$15,912","71,186,342 XAUR *",2.72%
Insights Network,"$2,852,186",$0.014496,"$22,145","196,753,508 INSTAR *",-9.92%
PlatonCoin,"$2,826,264",$0.479388,"$196,844","5,895,565 PLTC *",-4.35%
Edge,"$2,814,806",$0.028148,"$1,093","100,000,000 DADI *",-14.79%
Blockmason Credit Protocol,"$2,788,565",$0.024007,"$160,268","116,158,667 BCPT *",1.72%
BitMart Token,"$2,779,805",$0.016192,"$494,510","171,676,755 BMX *",3.77%
BlockStamp,"$2,777,487",$0.105106,"$1,018","26,425,658 BST",-4.60%
OKCash,"$2,767,529",$0.036698,"$21,571","75,413,226 OK *",-5.21%
JD Coin,"$2,758,555",$0.096028,"$419,339","28,726,626 JDC *",-8.83%
VINchain,"$2,742,211",$0.004647,"$137,597","590,108,901 VIN *",-3.88%
NAGA,"$2,740,424",$0.038083,"$2,132","71,960,165 NGC *",-7.25%
Bloom,"$2,737,074",$0.051024,"$13,263","53,642,697 BLT *",-2.06%
TrueFlip,"$2,731,058",$0.437160,"$1,445","6,247,267 TFL *",2.51%
Genaro Network,"$2,716,038",$0.010525,"$6,675,865","258,051,358 GNX",-1.33%
Sentinel,"$2,701,649",$0.001351,"$8,820","1,999,969,999 SENT *",-1.59%
Hiveterminal Token,"$2,691,879",$0.005384,"$5,920","500,000,000 HVN *",-12.93%
DigitalNote,"$2,689,791",$0.000554,"$12,208","4,855,300,117 XDN",0.72%
Vipstar Coin,"$2,676,472",$0.000055,$?,"48,870,352,722 VIPS *",5.02%
Verasity,"$2,658,911",$0.000685,"$614,173","3,881,289,143 VRA *",-5.50%
EOSDT,"$2,639,493",$0.998860,"$1,212","2,642,505 EOSDT *",-0.35%
Tokoin,"$2,626,815",$0.014703,"$27,099","178,664,008 TOKO *",2.43%
Phore,"$2,608,779",$0.121945,"$22,040","21,393,079 PHR *",-4.32%
Emercoin,"$2,562,917",$0.055802,"$45,567","45,929,144 EMC",-0.16%
DECOIN,"$2,560,009",$0.050967,"$11,953","50,228,624 DTEP",-8.15%
PumaPay,"$2,532,430",$0.000096,"$111,008","26,476,422,231 PMA *",-0.56%
Constant,"$2,527,029",$49.84,$?,"50,706 CONST *",0.00%
EOS Force,"$2,512,701",$0.002606,"$151,316","964,070,125 EOSC *",4.60%
USDx stablecoin,"$2,509,000",$1.00,"$2,835","2,501,642 USDX *",-0.33%
Datamine,"$2,466,136",$0.146126,"$1,896","16,876,779 DAM",-8.57%
GNY,"$2,447,953",$0.012725,"$2,456","192,376,657 GNY *",-24.12%
FarmaTrust,"$2,444,004",$0.004073,$?,"600,000,000 FTT *",0.00%
Paypex,"$2,443,360",$0.035707,"$34,252","68,428,768 PAYX *",-19.06%
Nyzo,"$2,440,428",$0.204740,"$240,442","11,919,651 NYZO *",-1.38%
Tidex Token,"$2,439,760",$0.256682,"$9,048","9,504,980 TDX *",-0.10%
IPChain,"$2,436,081",$0.030035,$?,"81,108,059 IPC *",0.00%
Futurepia,"$2,434,497",$0.002713,$?,"897,238,384 PIA *",0.00%
AmonD,"$2,428,572",$0.003047,"$48,747","797,050,787 AMON *",-8.51%
Counterparty,"$2,408,993",$0.921108,$726,"2,615,320 XCP *",-1.24%
Nucleus Vision,"$2,398,428",$0.000348,"$119,746","6,893,152,756 NCASH *",8.65%
DeepBrain Chain,"$2,389,943",$0.000747,"$139,488","3,200,000,000 DBC *",-0.03%
apM Coin,"$2,382,705",$0.047549,"$865,857","50,110,000 APM *",-3.94%
Feathercoin,"$2,367,753",$0.008338,"$5,405","283,962,280 FTC",0.05%
RSK Smart Bitcoin,"$2,354,582","$9,194.61","$129,741",256 RBTC,-0.27%
Lympo,"$2,345,730",$0.002838,"$32,724","826,672,979 LYM *",2.89%
Litecoin Cash,"$2,336,128",$0.003423,"$93,030","682,463,700 LCC",-2.68%
Spectrecoin,"$2,327,707",$0.088689,"$7,160","26,245,632 XSPEC *",1.56%
Humanscape,"$2,317,531",$0.004900,"$290,981","472,929,925 HUM *",9.69%
DOS Network,"$2,297,875",$0.006646,"$179,664","345,753,850 DOS *",12.71%
Content Neutrality Network,"$2,293,304",$0.000059,"$155,087","39,035,223,816 CNN *",2.80%
Aryacoin,"$2,282,970",$0.014228,"$128,568","160,459,559 AYA",-3.04%
Phantasma,"$2,282,947",$0.040376,"$130,516","56,542,635 SOUL *",1.85%
Refereum,"$2,280,637",$0.000456,"$72,338","4,999,180,100 RFR *",-0.06%
Esportbits,"$2,278,189",$0.098994,"$17,740","23,013,360 HLT *",-1.72%
Litex,"$2,276,291",$0.002276,"$241,261","999,999,987 LXT *",-0.24%
Sakura Bloom,"$2,261,001",$0.000875,"$7,236","2,582,965,294 SKB *",74.32%
YEE,"$2,252,045",$0.001650,"$7,014,285","1,365,218,125 YEE *",-3.38%
MIR COIN,"$2,251,242",$0.002884,"$390,333","780,627,481 MIR",0.10%
smARTOFGIVING,"$2,248,053",$0.030469,$789,"73,780,484 AOG *",0.73%
Bottos,"$2,244,729",$0.004111,"$263,602","546,000,153 BTO *",32.38%
SIX,"$2,227,157",$0.008135,"$191,787","273,776,596 SIX *",-0.58%
Global Cryptocurrency,"$2,223,550",$0.001754,$946,"1,267,482,828 GCC *",33.08%
pEOS,"$2,205,380",$0.002662,"$22,621","828,353,669 PEOS *",-0.54%
Lamden,"$2,200,676",$0.015474,"$13,044","142,215,728 TAU *",17.13%
Pluton,"$2,196,742",$2.58,"$13,921","850,000 PLU *",-8.73%
INLOCK,"$2,191,474",$0.001854,"$20,353","1,182,136,129 ILK *",5.75%
carVertical,"$2,170,439",$0.000285,"$1,560","7,625,478,192 CV *",13.69%
NativeCoin,"$2,165,602",$0.091898,"$33,386","23,565,200 N8V",4.40%
IntelliShare,"$2,150,160",$0.007735,"$1,123,750","277,995,013 INE *",-0.32%
Rublix,"$2,149,025",$0.103412,"$2,868","20,781,284 RBLX *",-2.93%
Skrumble Network,"$2,141,040",$0.002096,"$1,130,970","1,021,680,996 SKM *",5.00%
Spendcoin,"$2,137,127",$0.000939,"$295,709","2,275,111,845 SPND *",-1.73%
PIBBLE,"$2,136,759",$0.000131,"$92,355","16,320,690,000 PIB *",1.06%
Themis,"$2,133,390",$0.003556,"$26,188","599,999,910 GET *",-2.80%
LNX Protocol,"$2,112,809",$0.007779,$334,"271,607,626 LNX *",-0.32%
NaPoleonX,"$2,099,703",$0.086336,"$2,019","24,320,139 NPX *",14.63%
ZVCHAIN,"$2,090,642",$0.003000,$41,"696,921,707 ZVC",-0.32%
Blackmoon,"$2,085,385",$0.038618,$39,"54,000,000 BMC *",-1.30%
Change,"$2,075,231",$0.105483,"$14,569","19,673,647 CAG *",2.74%
MintCoin,"$2,073,237",$0.000083,$0.811457,"24,947,260,808 MINT *",-18.62%
CanYaCoin,"$2,070,971",$0.021612,$608,"95,826,991 CAN *",1.75%
TERA,"$2,068,363",$0.002449,"$224,085","844,711,128 TERA",-2.27%
Cosmo Coin,"$2,066,709",$0.003081,"$3,623,401","670,780,889 COSM *",23.50%
Realio Network,"$2,057,474",$0.290846,$?,"7,074,089 RIO *",-5.53%
Teloscoin,"$2,049,272",$0.013244,"$6,700","154,731,822 TELOS",12.21%
Traceability Chain,"$2,046,193",$0.002380,$12,"859,795,287 TAC *",-0.32%
Loopring [NEO],"$2,039,020",$0.017949,$781,"113,602,931 LRN *",-1.33%
TokenPay,"$2,030,888",$0.095261,"$1,851,630","21,319,220 TPAY *",3.85%
Cube,"$2,030,874",$0.000300,"$27,006","6,774,940,000 AUTO *",57.88%
Adshares,"$2,013,765",$0.057760,"$9,844","34,864,295 ADS *",25.35%
Beaxy,"$2,013,378",$0.007534,"$18,073","267,256,388 BXY *",-4.57%
Cryptopay,"$2,005,148",$0.029329,$64,"68,367,284 CPAY *",8.27%
BOLT,"$2,004,191",$0.002022,"$169,506","991,283,100 BOLT *",0.81%
Color Platform,"$2,000,177",$0.014575,"$35,239","137,230,262 CLR *",34.64%
Pundi X NEM,"$1,990,682",$0.000108,"$6,602","18,459,779,197 NPXSXEM *",0.78%
Midas,"$1,977,191",$1.47,"$7,884","1,344,804 MIDAS *",-6.45%
Ixcoin,"$1,973,152",$0.093414,$?,"21,122,774 IXC *",0.00%
WPP TOKEN,"$1,969,370",$0.005695,"$183,740","345,827,215 WPP *",70.33%
Mobius,"$1,967,348",$0.003819,$195,"515,082,884 MOBI *",1.90%
Vexanium,"$1,964,782",$0.002791,"$80,116","703,869,976 VEX *",0.40%
BidiPass,"$1,962,235",$0.007764,"$4,074,314","252,738,722 BDP *",-1.02%
Myriad,"$1,928,229",$0.001108,"$4,555","1,740,308,500 XMY",-0.41%
SINOVATE,"$1,923,716",$0.002898,"$195,589","663,717,042 SIN",4.22%
Mysterium,"$1,916,879",$0.080900,"$1,610","23,694,370 MYST *",1.65%
Unification,"$1,910,918",$0.055473,"$211,033","34,447,402 FUND *",-0.11%
Credit Tag Chain,"$1,908,208",$0.031938,$?,"59,746,852 CTC",0.00%
Swarm,"$1,907,351",$0.024394,"$9,673","78,189,670 SWM *",-16.10%
Wowbit,"$1,905,240",$0.006859,$?,"277,777,778 WWB *",0.00%
MargiX,"$1,903,577",$0.016073,"$137,615","118,434,090 MGX *",0.53%
Era Swap,"$1,899,034",$0.096780,"$416,102","19,622,271 ES *",12.25%
GridCoin,"$1,895,756",$0.004718,$225,"401,800,471 GRC",0.02%
AMLT,"$1,895,424",$0.007591,$54,"249,686,851 AMLT *",12.22%
Bitex Global XBX Coin,"$1,889,370",$0.009510,$62,"198,673,058 XBX *",-0.31%
Maincoin,"$1,878,039",$0.006074,"$5,010","309,206,348 MNC *",-2.35%
Artfinity,"$1,852,348",$0.014856,"$60,450","124,689,207 AT *",-45.69%
Cajutel,"$1,846,324",$1.37,"$3,946","1,352,389 CAJ *",-0.19%
Sharder,"$1,840,415",$0.006497,"$86,542","283,282,765 SS *",-2.50%
Trade Token X,"$1,834,065",$0.021521,$?,"85,223,647 TIOX *",-0.75%
VNT Chain,"$1,832,016",$0.000676,"$129,813","2,710,663,095 VNT *",0.03%
EXMO Coin,"$1,824,234",$0.002546,"$97,814","716,515,460 EXM *",1.99%
Yap Stone,"$1,819,470",$0.012130,"$964,163","150,000,000 YAP *",3.69%
Unikoin Gold,"$1,804,869",$0.012081,"$2,241","149,397,371 UKG *",-4.33%
Cryptaur,"$1,799,983",$0.000145,"$11,019","12,410,321,427 CPT *",3.91%
Naka Bodhi Token,"$1,790,031",$0.029834,"$12,532","60,000,000 NBOT *",2.88%
Sparkpoint,"$1,787,321",$0.000268,"$176,914","6,673,879,674 SRK *",0.95%
Abyss Token,"$1,786,269",$0.007813,"$119,865","228,614,892 ABYSS *",16.39%
PolySwarm,"$1,781,881",$0.001152,"$2,248","1,546,457,130 NCT *",2.70%
Lition,"$1,781,823",$0.050133,"$196,975","35,542,029 LIT *",-4.49%
Radium,"$1,776,319",$0.438617,"$7,305","4,049,820 RADS *",-8.10%
Casino Betting Coin,"$1,771,043",$0.011363,"$19,348","155,864,701 CBC *",7.17%
Zipper,"$1,749,590",$0.000108,"$139,549","16,199,999,812 ZIP *",-2.35%
Isiklar Coin,"$1,743,137",$0.739796,"$404,430","2,356,240 ISIKC *",-1.43%
SyncFab,"$1,736,931",$0.007390,"$3,443","235,030,956 MFG *",-1.81%
PegNet,"$1,736,241",$0.000947,"$7,842","1,834,123,250 PEG *",-1.97%
Scry.info,"$1,735,333",$0.003943,"$95,571","440,057,074 DDD *",3.33%
Stealth,"$1,719,321",$0.047395,"$11,310","36,276,702 XST",2.18%
PotCoin,"$1,696,627",$0.007569,"$2,288","224,149,000 POT",-1.58%
CoTrader,"$1,695,557",$0.000108,"$28,754","15,728,056,896 COT *",-17.19%
Bean Cash,"$1,693,756",$0.000459,$?,"3,690,449,000 BITB",-0.77%
ProChain,"$1,689,795",$0.033796,$?,"50,000,000 PRA *",134.79%
Rotharium,"$1,689,434",$0.503217,"$83,274","3,357,270 RTH *",-2.02%
Fast Access Blockchain,"$1,683,594",$0.059449,$688,"28,320,115 FAB *",-0.62%
Apex,"$1,682,564",$0.003252,"$29,325","517,390,718 CPX *",-15.38%
ChatCoin,"$1,666,501",$0.002415,"$697,110","690,000,640 CHAT *",-6.99%
Penta,"$1,662,282",$0.000079,"$25,752","21,014,319,521 PNT *",-1.21%
X8X Token,"$1,660,626",$0.020563,$239,"80,757,341 X8X *",-0.59%
BetProtocol,"$1,655,926",$0.000907,"$437,571","1,825,000,000 BEPRO *",-10.29%
Airbloc,"$1,652,143",$0.006546,"$1,685,682","252,376,419 ABL *",-0.28%
Trias,"$1,647,366",$0.000716,"$913,491","2,300,000,000 TRY *",1.87%
Fatcoin,"$1,645,840",$0.013098,"$498,545","125,655,308 FAT *",-0.83%
Origin Sport,"$1,637,509",$0.005458,"$1,887,380","299,999,850 ORS *",1.19%
Pivot Token,"$1,633,834",$0.000318,"$460,165","5,135,200,000 PVT *",6.70%
Cardstack,"$1,620,704",$0.000687,"$51,820","2,357,982,917 CARD *",-19.12%
Bottos,"$1,615,575",$0.002959,"$206,425","546,000,153 BTO *",-4.72%
DAOBet,"$1,601,630",$0.009575,"$200,840","167,270,821 BET *",23.24%
VeriCoin,"$1,601,410",$0.048691,"$92,256","32,889,500 VRC",3.50%
Boolberry,"$1,599,958",$0.121141,$270,"13,207,454 BBR",-0.12%
ZClassic,"$1,592,107",$0.179508,"$15,127","8,869,297 ZCL",13.88%
Gleec,"$1,581,586",$0.125902,"$509,603","12,562,061 GLEEC *",-3.13%
Eterbase Coin,"$1,576,430",$0.001607,"$123,866","981,041,844 XBASE *",0.11%
bitUSD,"$1,575,249",$0.823315,$?,"1,913,300 BITUSD *",0.00%
OneLedger,"$1,573,180",$0.003863,"$128,357","407,208,384 OLT *",4.90%
Databroker,"$1,549,355",$0.020130,"$7,528","76,968,572 DTX *",2.32%
Blue Whale EXchange,"$1,545,144",$0.035544,"$231,913","43,470,745 BWX *",1.17%
Spectre.ai Utility Token,"$1,539,310",$0.062753,$?,"24,529,558 SXUT *",0.00%
THEKEY,"$1,534,469",$0.000247,"$9,986","6,210,789,109 TKY *",-3.10%
Pandacoin,"$1,527,169",$0.000047,$97,"32,514,916,898 PND",-1.55%
Crown,"$1,525,251",$0.060820,"$3,162","25,078,019 CRW",-0.09%
Snetwork,"$1,523,724",$0.007331,"$327,478","207,858,785 SNET *",0.51%
Kuai Token,"$1,515,731",$0.142520,"$5,154,236","10,635,229 KT *",1.17%
1World,"$1,504,824",$0.061032,"$5,079","24,656,341 1WO *",-0.04%
FansTime,"$1,500,729",$0.000527,"$827,926","2,850,000,000 FTI *",-0.02%
Mcashchain,"$1,498,597",$0.002053,"$77,903","730,121,381 MCASH",20.63%
DEX,"$1,485,592",$0.007756,"$183,596","191,542,291 DEX *",-4.51%
MultiVAC,"$1,475,456",$0.000316,"$370,180","4,665,418,300 MTV *",1.02%
Chrono.tech,"$1,471,850",$2.07,"$43,926","710,113 TIME *",-0.38%
Nuggets,"$1,467,795",$0.000851,$144,"1,724,830,450 NUG *",-11.67%
nOS,"$1,467,389",$0.014316,"$6,405","102,500,000 NOS *",12.73%
Streamity,"$1,464,030",$0.027798,$939,"52,666,522 STM *",5.94%
NewYorkCoin,"$1,463,806",$0.000010,"$60,624","143,707,299,488 NYC",-5.07%
MenaPay,"$1,456,896",$0.010934,"$159,495","133,241,895 MPAY *",-21.02%
Flowchain,"$1,449,737",$1.93,"$682,603","749,836 FLC *",0.68%
Netbox Coin,"$1,435,015",$0.025667,"$64,814","55,909,203 NBX *",0.82%
Restart Energy MWAT,"$1,432,165",$0.003163,"$1,637","452,750,000 MWAT *",-2.07%
Callisto Network,"$1,422,651",$0.000555,"$28,069","2,561,840,813 CLO",0.03%
BOOM,"$1,421,661",$0.001816,"$13,378","782,904,382 BOOM *",-1.71%
Vetri,"$1,419,977",$0.004510,$259,"314,850,794 VLD *",-9.80%
Amoveo,"$1,418,129",$20.84,$?,"68,033 VEO",-0.43%
Peerplays,"$1,409,322",$0.313075,"$176,252","4,501,541 PPY *",-3.26%
Sumokoin,"$1,400,563",$0.059492,"$48,595","23,542,187 SUMO",-0.09%
Xaya,"$1,397,935",$0.032037,"$2,763","43,634,727 CHI *",-5.04%
Winding Tree,"$1,396,782",$0.064818,"$1,728","21,549,227 LIF *",7.19%
Denarius,"$1,379,104",$0.187426,$215,"7,358,118 D",-6.97%
REAL,"$1,375,827",$0.136819,$?,"10,055,817 REAL *",0.00%
Raven Protocol,"$1,371,934",$0.000326,"$1,765","4,212,272,109 RAVEN *",-1.77%
Colu Local Network,"$1,365,171",$0.013675,$?,"99,826,836 CLN *",0.00%
Coineal Token,"$1,364,908",$0.004878,"$371,216","279,810,500 NEAL *",-0.35%
Smartlands,"$1,355,993",$0.265834,$?,"5,100,896 SLT *",-6.79%
Liquidity Network,"$1,355,043",$0.025406,"$99,843","53,334,645 LQD *",-1.59%
CoinDeal Token,"$1,348,958",$0.028719,"$48,717","46,971,640 CDL *",-0.27%
DAEX,"$1,347,252",$0.003799,"$2,493","354,666,702 DAX *",-0.16%
ZumCoin,"$1,343,606",$0.001359,$33,"988,819,491 ZUM",0.00%
Sapien,"$1,342,934",$0.005801,"$3,476","231,519,001 SPN *",-10.98%
Curecoin,"$1,340,166",$0.054500,"$8,463","24,590,182 CURE",-3.52%
WeOwn,"$1,333,836",$0.013376,"$418,324","99,719,012 CHX *",-4.69%
ZelaaPayAE,"$1,331,739",$0.010256,"$64,944","129,853,977 ZPAE *",108.64%
X-CASH,"$1,331,409",$0.000024,"$31,758","55,406,949,600 XCASH",7.75%
Primas,"$1,331,302",$0.025265,"$1,142,518","52,692,565 PST *",5.75%
Pascal,"$1,329,994",$0.041497,"$25,843","32,050,025 PASC",-0.56%
WinCash,"$1,317,112",$0.878201,"$17,179","1,499,784 WCC *",-8.52%
Nexty,"$1,301,749",$0.000008,"$1,023","157,177,714,004 NTY",15.06%
Caspian,"$1,301,412",$0.002898,"$79,982","449,036,296 CSP *",-2.30%
IHT Real Estate Protocol,"$1,296,454",$0.001311,"$4,599","989,061,136 IHT *",16.05%
Kambria,"$1,295,483",$0.001053,"$45,258","1,230,544,848 KAT *",-3.49%
Bidesk,"$1,291,467",$0.161889,"$177,162","7,977,478 BDK *",0.23%
e-Gulden,"$1,290,200",$0.075289,"$3,106","17,136,708 EFL",-0.06%
LikeCoin,"$1,284,663",$0.003766,"$1,554","341,108,837 LIKE *",4.23%
ATLANT,"$1,283,940",$0.023700,$197,"54,175,041 ATL *",0.59%
Remme,"$1,271,270",$0.001347,"$159,121","944,115,826 REM *",-1.90%
Blockchain Certified Data Token,"$1,270,372",$0.034701,$113,"36,609,585 BCDT *",-2.87%
SpaceChain,"$1,269,374",$0.002460,$187,"515,923,518 SPC *",-3.62%
HOMIHELP,"$1,268,517",$9.75,"$371,848","130,099 HOMI *",-0.30%
UCA Coin,"$1,262,668",$0.001506,"$93,693","838,221,164 UCA *",-7.49%
Scala,"$1,259,857",$0.000146,"$3,461","8,623,829,804 XLA",53.92%
Tolar,"$1,256,997",$0.004976,"$16,684","252,599,723 TOL *",0.28%
iEthereum,"$1,246,814",$0.069337,$354,"17,982,000 IETH *",-4.07%
Krios,"$1,246,185",$0.005857,"$21,142","212,762,377 GIG *",-5.80%
Banca,"$1,233,952",$0.000069,"$32,754","17,926,481,684 BANCA *",1.80%
CoinPoker,"$1,218,447",$0.004521,"$5,783","269,516,608 CHP *",3.84%
ATC Coin,"$1,213,616",$0.003118,"$1,100","389,206,903 ATCC *",2.15%
CommerceBlock,"$1,213,550",$0.006940,"$2,033","174,866,686 CBT *",11.94%
Banano,"$1,192,139",$0.001121,"$13,041","1,063,478,949 BAN *",-8.34%
Global Digital Content,"$1,177,987",$0.000367,"$3,992","3,209,198,933 GDC *",-17.80%
GoWithMi,"$1,176,277",$0.000432,"$24,550","2,723,550,000 GMAT *",-4.17%
Ambrosus,"$1,171,039",$0.013436,"$321,830","87,155,300 AMB *",0.23%
Terracoin,"$1,168,789",$0.050960,$300,"22,935,396 TRC",2.27%
Bismuth,"$1,167,179",$0.084954,"$2,332","13,738,963 BIS",-2.04%
Stronghold Token,"$1,166,521",$0.000357,$?,"3,263,638,486 SHX *",0.00%
Hashshare,"$1,151,907",$0.012267,$?,"93,901,927 HSS",0.00%
Substratum,"$1,149,963",$0.003002,$699,"383,021,000 SUB *",-5.69%
I/O Coin,"$1,138,530",$0.062325,"$12,084","18,267,742 IOC *",-1.23%
BOScoin,"$1,137,761",$0.001314,"$124,878","865,842,501 BOS *",-15.12%
Rubycoin,"$1,137,077",$0.041196,$?,"27,601,562 RBY *",-1.03%
SonoCoin,"$1,130,010",$0.040000,$14,"28,250,407 SONO *",-77.80%
Azbit,"$1,125,347",$0.000014,$543,"81,253,043,413 AZ *",-6.47%
42-coin,"$1,124,596","$26,776.13",$259,42 42,6.30%
Ivy,"$1,121,884",$0.001226,$?,"915,021,072 IVY *",0.00%
PayBX,"$1,118,884",$0.003992,"$15,360","280,274,001 AXPR *",-3.68%
ROAD,"$1,104,955",$0.013934,"$393,067","79,300,570 ROAD *",-1.52%
AI Doctor,"$1,099,542",$0.001964,"$108,378","559,961,939 AIDOC *",-6.44%
PAC Global,"$1,099,131",$0.000145,"$5,195","7,604,803,858 PAC",3.41%
Veil,"$1,095,025",$0.014907,"$17,704","73,457,873 VEIL",-3.26%
Dinastycoin,"$1,093,997",$0.000554,$295,"1,974,736,219 DCY",-0.17%
Okschain,"$1,093,200",$0.000963,"$51,283","1,135,330,000 OKS *",-10.99%
FNKOS,"$1,092,910",$0.007016,$?,"155,782,696 FNKOS *",0.40%
Asian Fintech,"$1,079,980",$0.004320,"$22,457","250,000,000 AFIN *",-5.42%
PetroDollar,"$1,074,371",$0.016789,$?,"63,993,275 XPD",0.00%
NoLimitCoin,"$1,070,939",$0.001743,"$4,118","614,326,688 NLC2 *",-13.60%
Electronic Energy Coin,"$1,066,037",$0.002458,"$6,937","433,657,273 E2C *",4.81%
Spiking,"$1,064,211",$0.002403,"$906,907","442,894,598 SPIKE *",-10.20%
Education Ecosystem,"$1,063,826",$0.004782,"$29,813","222,459,521 LEDU *",7.20%
Fountain,"$1,057,783",$0.011929,"$51,014","88,674,658 FTN *",0.06%
Tixl,"$1,056,615",$22.08,"$3,280","47,844 MTXLT *",9.03%
indaHash,"$1,055,543",$0.002639,$896,"399,936,259 IDH *",0.91%
Egoras Dollar,"$1,050,474",$0.138028,$?,"7,610,617 EUSD *",0.00%
TRONCLASSIC,"$1,049,302",$0.000002,$?,"465,107,478,370 TRXC *",0.00%
Switch,"$1,046,988",$0.092331,"$419,007","11,339,516 ESH *",-7.08%
NuBits,"$1,044,858",$0.095146,$444,"10,981,667 USNBT *",-3.70%
Wownero,"$1,034,065",$0.029052,"$16,813","35,593,128 WOW *",4.19%
